chembl_id,pref_name,synonyms
CHEMBL4742262,Cereblon/Kunitz-type protease inhibitor 1,Protein cereblon;Kunitz-type protease inhibitor 1
CHEMBL4742263,Cereblon/Tyrosine-protein kinase JAK2,Tyrosine-protein kinase JAK2;Protein cereblon
CHEMBL4742264,Cereblon/Endothelial differentiation-related factor 1,Protein cereblon;Endothelial differentiation-related factor 1
CHEMBL4742265,Cereblon/Cold shock domain-containing protein E1,Protein cereblon;Cold shock domain-containing protein E1
CHEMBL4742266,Cereblon/Cyclin-D1-binding protein 1,Protein cereblon;Cyclin-D1-binding protein 1
CHEMBL4742267,Cereblon/Cystatin-C,Cystatin-C;Protein cereblon
CHEMBL4742268,Cereblon/NTRK1,High affinity nerve growth factor receptor;Protein cereblon
CHEMBL4742270,Cereblon/Laminin subunit beta-1,Laminin subunit beta-1;Protein cereblon
CHEMBL4742271,Cereblon/PARP1,Poly [ADP-ribose] polymerase 1;Protein cereblon
CHEMBL4742272,"Cereblon/Indoleamine 2,3-dioxygenase 1","Indoleamine 2,3-dioxygenase 1;Protein cereblon"
CHEMBL4742273,Cereblon/Desmoplakin,Protein cereblon;Desmoplakin
CHEMBL4742274,Cereblon/MGMT,Methylated-DNA--protein-cysteine methyltransferase;Protein cereblon
CHEMBL4742275,Cereblon/JAK1,Tyrosine-protein kinase JAK1;Protein cereblon
CHEMBL4742276,Cereblon/Aryl hydrocarbon receptor,Aryl hydrocarbon receptor;Protein cereblon
CHEMBL4742277,Cereblon/Ubiquitin carboxyl-terminal hydrolase 8,Ubiquitin carboxyl-terminal hydrolase 8;Protein cereblon
CHEMBL4742279,Cereblon/IRAK1,Interleukin-1 receptor-associated kinase 1;Protein cereblon
CHEMBL4742280,Cereblon/Serine/threonine-protein kinase PLK1,Serine/threonine-protein kinase PLK1;Protein cereblon
CHEMBL4742281,Cereblon/Dynein light chain Tctex-type 1,Protein cereblon;Dynein light chain Tctex-type 1
CHEMBL4742282,Cereblon/Small EDRK-rich factor 2,Protein cereblon;Small EDRK-rich factor 2
CHEMBL4742292,Cereblon/Epithelial discoidin domain-containing receptor 1,Epithelial discoidin domain-containing receptor 1;Protein cereblon
CHEMBL4742293,Cereblon/Apoptosis-stimulating of p53 protein 2,Protein cereblon;Apoptosis-stimulating of p53 protein 2
CHEMBL4742294,Cereblon/E3 ubiquitin-protein ligase SHPRH,Protein cereblon;E3 ubiquitin-protein ligase SHPRH
CHEMBL4742295,Cereblon/Nectin-1,Protein cereblon;Nectin-1
CHEMBL4742296,Cereblon/Delta(24)-sterol reductase,Delta(24)-sterol reductase;Protein cereblon
CHEMBL4742298,Cereblon/Anamorsin,Protein cereblon;Anamorsin
CHEMBL4742299,Cereblon/WDFY4,Protein cereblon;WD repeat- and FYVE domain-containing protein 4
CHEMBL4742300,Cereblon/Pleckstrin homology-like domain family B member 1,Protein cereblon;Pleckstrin homology-like domain family B member 1
CHEMBL4742301,Cereblon/SIRT6,NAD-dependent protein deacylase sirtuin-6;Protein cereblon
CHEMBL4742302,Cereblon/Carbohydrate sulfotransferase 14,Protein cereblon;Carbohydrate sulfotransferase 14
CHEMBL4742303,Cereblon/E3 ubiquitin-protein ligase DTX3L,Protein cereblon;E3 ubiquitin-protein ligase DTX3L
CHEMBL4742304,Cereblon/Protein FAM3C,Protein cereblon;Protein FAM3C
CHEMBL4742314,Cereblon/Protein LTV1 homolog,Protein cereblon;Protein LTV1 homolog
CHEMBL4742315,Cereblon/E3 SUMO-protein ligase NSE2,Protein cereblon;E3 SUMO-protein ligase NSE2
CHEMBL4742316,Cereblon/SOSS complex subunit B1,Protein cereblon;SOSS complex subunit B1
CHEMBL4742317,Cereblon/45 kDa calcium-binding protein,Protein cereblon;45 kDa calcium-binding protein
CHEMBL4742318,Cereblon/Histone-lysine N-methyltransferase PRDM16,Protein cereblon;Histone-lysine N-methyltransferase PRDM16
CHEMBL4742319,Cereblon/DNA polymerase delta subunit 4,DNA polymerase delta subunit 4;Protein cereblon
CHEMBL4742320,Cereblon/Ubiquitin-conjugating enzyme E2 T,Protein cereblon;Ubiquitin-conjugating enzyme E2 T
CHEMBL4742321,Cereblon/Transmembrane protease serine 4,Transmembrane protease serine 4;Protein cereblon
CHEMBL4742322,Cereblon/SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial;Protein cereblon"
CHEMBL4742323,Cereblon/SET domain-containing protein 4,Protein cereblon;SET domain-containing protein 4
CHEMBL4742324,Cereblon/SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial;Protein cereblon"
CHEMBL4742325,Cereblon/Melanoma-associated antigen D1,Protein cereblon;Melanoma-associated antigen D1
CHEMBL4742326,Cereblon/IRAK3,Interleukin-1 receptor-associated kinase 3;Protein cereblon
CHEMBL4742327,Cereblon/Adhesion G-protein coupled receptor G1,Protein cereblon;Adhesion G-protein coupled receptor G1
CHEMBL4748214,VHL/Agrin,von Hippel-Lindau disease tumor suppressor;Agrin
CHEMBL4748215,VHL/Protein arginine N-methyltransferase 5,Protein arginine N-methyltransferase 5;von Hippel-Lindau disease tumor suppressor
CHEMBL4748216,VHL/Aurora kinase A,Aurora kinase A;von Hippel-Lindau disease tumor suppressor
CHEMBL4748217,VHL/Cyclin-G-associated kinase,Cyclin-G-associated kinase;von Hippel-Lindau disease tumor suppressor
CHEMBL4748218,VHL/Polycomb protein EED,Polycomb protein EED;von Hippel-Lindau disease tumor suppressor
CHEMBL4748219,VHL/Progesterone receptor,Progesterone receptor;von Hippel-Lindau disease tumor suppressor
CHEMBL4748221,VHL/Insulin-like growth factor 1 receptor,Insulin-like growth factor 1 receptor;von Hippel-Lindau disease tumor suppressor
CHEMBL4748222,VHL/Proto-oncogene tyrosine-protein kinase ROS,Proto-oncogene tyrosine-protein kinase ROS;von Hippel-Lindau disease tumor suppressor
CHEMBL4748223,VHL/PARP1,Poly [ADP-ribose] polymerase 1;von Hippel-Lindau disease tumor suppressor
CHEMBL4748224,VHL/Apoptosis regulator Bcl-2,Apoptosis regulator Bcl-2;von Hippel-Lindau disease tumor suppressor
CHEMBL4748225,VHL/Vitamin D3 receptor,Vitamin D3 receptor;von Hippel-Lindau disease tumor suppressor
CHEMBL4748226,VHL/Aryl hydrocarbon receptor,Aryl hydrocarbon receptor;von Hippel-Lindau disease tumor suppressor
CHEMBL4748227,VHL/Transcription activator BRG1,Transcription activator BRG1;von Hippel-Lindau disease tumor suppressor
CHEMBL4748228,VHL/IRAK1,Interleukin-1 receptor-associated kinase 1;von Hippel-Lindau disease tumor suppressor
CHEMBL4748229,VHL/Bcl-2-like protein 1,Bcl-2-like protein 1;von Hippel-Lindau disease tumor suppressor
CHEMBL4748230,VHL/Methylosome protein 50,Methylosome protein 50;von Hippel-Lindau disease tumor suppressor
CHEMBL4748231,VHL/Uridine-cytidine kinase 2,Uridine-cytidine kinase 2;von Hippel-Lindau disease tumor suppressor
CHEMBL4748232,VHL/EML4-ALK,ALK tyrosine kinase receptor;Echinoderm microtubule-associated protein-like 4;von Hippel-Lindau disease tumor suppressor
CHEMBL4748233,VHL/PARP2,Poly [ADP-ribose] polymerase 2;von Hippel-Lindau disease tumor suppressor
CHEMBL4748234,VHL/IRAK3,Interleukin-1 receptor-associated kinase 3;von Hippel-Lindau disease tumor suppressor
CHEMBL4800704,Cerebellar cortex,
CHEMBL4800705,Corpus cavernosum,
CHEMBL4802001,G-protein coupled receptor 183,G-protein coupled receptor 183
CHEMBL4802002,Polyamine deacetylase HDAC10,Polyamine deacetylase HDAC10
CHEMBL4802003,Carbamate kinase,Carbamate kinase
CHEMBL4802004,Gastric triacylglycerol lipase,Gastric triacylglycerol lipase
CHEMBL4802005,Protein E7,Protein E7
CHEMBL4802006,Nuclease P1,Nuclease P1
CHEMBL4802007,Spike glycoprotein,Spike glycoprotein
CHEMBL4802008,Fibroblast growth factor receptor 4,Fibroblast growth factor receptor 4
CHEMBL4802009,Sialyltransferase ST3Gal-I,Sialyltransferase ST3Gal-I
CHEMBL4802010,Serine/threonine-protein kinase TNNI3K,Serine/threonine-protein kinase TNNI3K
CHEMBL4802011,Sigma intracellular receptor 2,Sigma intracellular receptor 2
CHEMBL4802012,Sentrin-specific protease 5,Sentrin-specific protease 5
CHEMBL4802013,"Serine/threonine-protein phosphatase PGAM5, mitochondrial","Serine/threonine-protein phosphatase PGAM5, mitochondrial"
CHEMBL4802014,28S rRNA (cytosine-C(5))-methyltransferase,28S rRNA (cytosine-C(5))-methyltransferase
CHEMBL4802015,Synaptic vesicle membrane protein VAT-1 homolog,Synaptic vesicle membrane protein VAT-1 homolog
CHEMBL4802016,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1
CHEMBL4802017,NmrA-like family domain-containing protein 1,NmrA-like family domain-containing protein 1
CHEMBL4802018,LanC-like protein 2,LanC-like protein 2
CHEMBL4802019,Disintegrin and metalloproteinase domain-containing protein 15,Disintegrin and metalloproteinase domain-containing protein 15
CHEMBL4802020,AFG3-like protein 2,AFG3-like protein 2
CHEMBL4802021,glucose-dependent insulinotropic receptor,glucose-dependent insulinotropic receptor
CHEMBL4802022,Cereblon/Histone deacetylase 1,Histone deacetylase 1;Protein cereblon
CHEMBL4802023,Cereblon/Histone deacetylase 3,Histone deacetylase 3;Protein cereblon
CHEMBL4802024,Cereblon/Cyclin-dependent kinase 4,Cyclin-dependent kinase 4;Protein cereblon
CHEMBL4802025,Cereblon/Focal adhesion kinase 1,Focal adhesion kinase 1;Protein cereblon
CHEMBL4802026,Cereblon/Histone deacetylase 2,Histone deacetylase 2;Protein cereblon
CHEMBL4802027,Cereblon/Cyclin-dependent kinase 2,Cyclin-dependent kinase 2;Protein cereblon
CHEMBL4802028,Cereblon/Lrrk2,Leucine-rich repeat serine/threonine-protein kinase 2;Protein cereblon
CHEMBL4802029,Cereblon/Cyclin-dependent kinase 6,Protein cereblon;Cyclin-dependent kinase 6
CHEMBL4802030,Baculoviral IAP repeat-containing protein 2/Prostaglandin E synthase,Baculoviral IAP repeat-containing protein 2;Prostaglandin E synthase
CHEMBL4802031,Baculoviral IAP repeat-containing protein 2/Epidermal growth factor receptor,Epidermal growth factor receptor;Baculoviral IAP repeat-containing protein 2
CHEMBL4802032,Baculoviral IAP repeat-containing protein 2/Aldo-keto reductase family 1 member B1,Aldo-keto reductase family 1 member B1;Baculoviral IAP repeat-containing protein 2
CHEMBL4802033,Cereblon/Glycogen synthase kinase-3 beta,Glycogen synthase kinase-3 beta;Protein cereblon
CHEMBL4802034,HEC1/NEK2,Serine/threonine-protein kinase Nek2;Kinetochore protein NDC80 homolog
CHEMBL4802035,JAK2/JAK3,Tyrosine-protein kinase JAK3;Tyrosine-protein kinase JAK2
CHEMBL4802036,Fibroblast growth factor 1/Fibroblast growth factor receptor 2,Fibroblast growth factor 1;Fibroblast growth factor receptor 2
CHEMBL4802062,Vanin 1,Vanin 1
CHEMBL4802063,Pantetheinase,Pantetheinase
CHEMBL4802064,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta
CHEMBL4802065,Monocarboxylate transporter 4,Monocarboxylate transporter 4
CHEMBL4802066,Biotinidase,Biotinidase
CHEMBL4802067,Monocarboxylate transporter 1/4,Monocarboxylate transporter 1;Monocarboxylate transporter 4
CHEMBL4802068,Monocarboxylate transporter 2/3,Monocarboxylate transporter 2;Monocarboxylate transporter 3
CHEMBL4804182,Neuronal acetylcholine receptor,Neuronal acetylcholine receptor subunit beta-2;Neuronal acetylcholine receptor subunit beta-4;Neuronal acetylcholine receptor subunit alpha-3;Neuronal acetylcholine receptor subunit alpha-4;Neuronal acetylcholine receptor subunit alpha-2;Neuronal acetylcholine receptor subunit alpha-9;Neuronal acetylcholine receptor subunit alpha-6;Neuronal acetylcholine receptor subunit alpha-5;Neuronal acetylcholine receptor subunit alpha-7;Neuronal acetylcholine receptor subunit alpha-10;Neuronal acetylcholine receptor subunit beta-3
CHEMBL4804260,Cell membrane,
CHEMBL4845609,Tumour,
CHEMBL4845610,Psoas muscle,
CHEMBL4845611,Extensor digitorum longus,
CHEMBL4845612,Coronary artery,
CHEMBL4845613,Blood,
CHEMBL4845614,Plasma,
CHEMBL4845615,Saphenous artery,
CHEMBL4845621,c-di-GMP G-quadruplex,
CHEMBL4845622,i-motif DNA,
CHEMBL4845623,HOXA9 DNA binding site,
CHEMBL4845624,COL1A1 promoter,
CHEMBL4845642,Pre-let-7d miRNA,
CHEMBL4845643,Premature termination codon,
CHEMBL4845644,FMN riboswitch,
CHEMBL4845645,rRNA,
CHEMBL4845646,TOP2A promoter,
CHEMBL4879387,Cell wall,
CHEMBL4879388,Cell membrane,
CHEMBL4879389,Cell membrane,
CHEMBL4879401,Trichophyton interdigitale,
CHEMBL4879402,Infectious hematopoietic necrosis virus,
CHEMBL4879403,Fig mosaic emaravirus,
CHEMBL4879404,Micropterus salmoides rhabdovirus,
CHEMBL4879405,Carp sprivivirus,
CHEMBL4879406,Enterovirus E,
CHEMBL4879407,E3 ubiquitin-protein ligase UHRF1,E3 ubiquitin-protein ligase UHRF1
CHEMBL4879408,Hydroxyacid oxidase 1,Hydroxyacid oxidase 1
CHEMBL4879409,Homeobox protein Meis1,Homeobox protein Meis1
CHEMBL4879410,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"
CHEMBL4879411,Mitogen-activated protein kinase kinase kinase 5,Mitogen-activated protein kinase kinase kinase 5
CHEMBL4879412,Importin subunit alpha-4,Importin subunit alpha-4
CHEMBL4879413,Polyunsaturated fatty acid lipoxygenase ALOX8,Polyunsaturated fatty acid lipoxygenase ALOX8
CHEMBL4879414,Methylcytosine dioxygenase TET3,Methylcytosine dioxygenase TET3
CHEMBL4879415,Protein IMPACT,Protein IMPACT
CHEMBL4879416,Striatin,Striatin
CHEMBL4879417,E3 ubiquitin-protein ligase Praja-1,E3 ubiquitin-protein ligase Praja-1
CHEMBL4879418,Stanniocalcin-1,Stanniocalcin-1
CHEMBL4879419,Frizzled-1,Frizzled-1
CHEMBL4879420,Proteinase-activated receptor 4,Proteinase-activated receptor 4
CHEMBL4879421,Baculoviral IAP repeat-containing protein 6,Baculoviral IAP repeat-containing protein 6
CHEMBL4879422,Zinc finger and BTB domain-containing protein 7A,Zinc finger and BTB domain-containing protein 7A
CHEMBL4879423,Gamma-aminobutyric acid receptor-associated protein,Gamma-aminobutyric acid receptor-associated protein
CHEMBL4879424,Protein Wiz,Protein Wiz
CHEMBL4879425,"ATP synthase subunit beta, mitochondrial","ATP synthase subunit beta, mitochondrial"
CHEMBL4879426,L-lactate dehydrogenase A chain,L-lactate dehydrogenase A chain
CHEMBL4879427,Gap junction beta-1 protein,Gap junction beta-1 protein
CHEMBL4879428,Complement decay-accelerating factor,Complement decay-accelerating factor
CHEMBL4879429,Homeobox protein Hox-A9,Homeobox protein Hox-A9
CHEMBL4879430,Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
CHEMBL4879431,Putative alpha-1-antitrypsin-related protein,Putative alpha-1-antitrypsin-related protein
CHEMBL4879432,Proteasome subunit alpha type-1,Proteasome subunit alpha type-1
CHEMBL4879433,Catenin alpha-1,Catenin alpha-1
CHEMBL4879435,Proteasome subunit beta type-4,Proteasome subunit beta type-4
CHEMBL4879436,"Lon protease homolog, mitochondrial","Lon protease homolog, mitochondrial"
CHEMBL4879437,Serine/threonine-protein kinase 19,Serine/threonine-protein kinase 19
CHEMBL4879438,E3 ubiquitin-protein ligase NEDD4,E3 ubiquitin-protein ligase NEDD4
CHEMBL4879439,Interleukin-15,Interleukin-15
CHEMBL4879440,Ubiquitin carboxyl-terminal hydrolase 10,Ubiquitin carboxyl-terminal hydrolase 10
CHEMBL4879441,Stanniocalcin-1,Stanniocalcin-1
CHEMBL4879442,Paired mesoderm homeobox protein 1,Paired mesoderm homeobox protein 1
CHEMBL4879443,182 kDa tankyrase-1-binding protein,182 kDa tankyrase-1-binding protein
CHEMBL4879444,WD repeat and HMG-box DNA-binding protein 1,WD repeat and HMG-box DNA-binding protein 1
CHEMBL4879445,Gamma-aminobutyric acid receptor-associated protein-like 2,Gamma-aminobutyric acid receptor-associated protein-like 2
CHEMBL4879446,Ras-related protein R-Ras2,Ras-related protein R-Ras2
CHEMBL4879447,Small ubiquitin-related modifier 1,Small ubiquitin-related modifier 1
CHEMBL4879448,Coxsackievirus and adenovirus receptor,Coxsackievirus and adenovirus receptor
CHEMBL4879449,DNA replication licensing factor MCM2,DNA replication licensing factor MCM2
CHEMBL4879450,Survival motor neuron protein,Survival motor neuron protein
CHEMBL4879451,Tyrosine-protein kinase receptor UFO,Tyrosine-protein kinase receptor UFO
CHEMBL4879452,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
CHEMBL4879453,Eukaryotic translation initiation factor 5B,Eukaryotic translation initiation factor 5B
CHEMBL4879454,Frizzled-1,Frizzled-1
CHEMBL4879455,Frizzled-2,Frizzled-2
CHEMBL4879456,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
CHEMBL4879457,Gastric inhibitory polypeptide receptor,Gastric inhibitory polypeptide receptor
CHEMBL4879458,Sterol regulatory element-binding protein cleavage-activating protein,Sterol regulatory element-binding protein cleavage-activating protein
CHEMBL4879459,E3 ubiquitin-protein ligase CBL-B,E3 ubiquitin-protein ligase CBL-B
CHEMBL4879460,Transient receptor potential cation channel subfamily M member 1,Transient receptor potential cation channel subfamily M member 1
CHEMBL4879461,Synembryn-A,Synembryn-A
CHEMBL4879462,tRNA (guanine(26)-N(2))-dimethyltransferase,tRNA (guanine(26)-N(2))-dimethyltransferase
CHEMBL4879463,"Splicing factor 3b, subunit 2","Splicing factor 3b, subunit 2"
CHEMBL4879464,Enhancer of mRNA-decapping protein 4,Enhancer of mRNA-decapping protein 4
CHEMBL4879465,Protein transport protein Sec31A,Protein transport protein Sec31A
CHEMBL4879466,Serine/arginine repetitive matrix protein 1,Serine/arginine repetitive matrix protein 1
CHEMBL4879467,Serine/threonine-protein kinase TNNI3K,Serine/threonine-protein kinase TNNI3K
CHEMBL4879468,Tyrosine-protein kinase,Tyrosine-protein kinase
CHEMBL4879469,Tyrosine-protein kinase Mer,Tyrosine-protein kinase Mer
CHEMBL4879470,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma","Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma"
CHEMBL4879471,Host cell factor 1,Host cell factor 1
CHEMBL4879472,Desmoyokin,Desmoyokin
CHEMBL4879473,Kinectin,Kinectin
CHEMBL4879474,Transcriptional regulator ATRX,Transcriptional regulator ATRX
CHEMBL4879475,Dihydropyrimidinase-related protein 3,Dihydropyrimidinase-related protein 3
CHEMBL4879476,Interleukin-17A,Interleukin-17A
CHEMBL4879477,Sequestosome-1,Sequestosome-1
CHEMBL4879478,Autophagy-related protein 9A,Autophagy-related protein 9A
CHEMBL4879479,Centrosomal protein of 170 kDa,Centrosomal protein of 170 kDa
CHEMBL4879480,Pleckstrin homology-like domain family B member 1,Pleckstrin homology-like domain family B member 1
CHEMBL4879481,WASH complex subunit 2,WASH complex subunit 2
CHEMBL4879482,La-related protein 1,La-related protein 1
CHEMBL4879483,Fatty acid 2-hydroxylase,Fatty acid 2-hydroxylase
CHEMBL4879484,F-box only protein 11,F-box only protein 11
CHEMBL4879485,EH domain-containing protein 2,EH domain-containing protein 2
CHEMBL4879486,Phosducin-like protein 3,Phosducin-like protein 3
CHEMBL4879487,Prostaglandin E synthase 2,Prostaglandin E synthase 2
CHEMBL4879488,Elongin-A,Elongin-A
CHEMBL4879489,Ribosome quality control complex subunit NEMF,Ribosome quality control complex subunit NEMF
CHEMBL4879490,Fermitin family homolog 2,Fermitin family homolog 2
CHEMBL4879491,Lysine-specific histone demethylase 1B,Lysine-specific histone demethylase 1B
CHEMBL4879492,Extracellular serine/threonine protein kinase FAM20C,Extracellular serine/threonine protein kinase FAM20C
CHEMBL4879493,Mucolipin-2,Mucolipin-2
CHEMBL4879494,Bcl-2-associated transcription factor 1,Bcl-2-associated transcription factor 1
CHEMBL4879495,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3"
CHEMBL4879496,Condensin complex subunit 1,Condensin complex subunit 1
CHEMBL4879497,Caspase-3,Caspase-3
CHEMBL4879498,Anaphase-promoting complex subunit 4,Anaphase-promoting complex subunit 4
CHEMBL4879499,Rho GTPase-activating protein 35,Rho GTPase-activating protein 35
CHEMBL4879500,Serine/threonine-protein phosphatase 6 regulatory subunit 3,Serine/threonine-protein phosphatase 6 regulatory subunit 3
CHEMBL4879501,5'-3' exonuclease PLD4,5'-3' exonuclease PLD4
CHEMBL4879502,Proline-rich acidic protein 1,Proline-rich acidic protein 1
CHEMBL4879503,Calcium and integrin-binding protein 1,Calcium and integrin-binding protein 1
CHEMBL4879504,Eukaryotic translation initiation factor 2 subunit 2,Eukaryotic translation initiation factor 2 subunit 2
CHEMBL4879505,Microtubule-associated proteins 1A/1B light chain 3C,Microtubule-associated proteins 1A/1B light chain 3C
CHEMBL4879506,Charged multivesicular body protein 3,Charged multivesicular body protein 3
CHEMBL4879507,Coiled-coil domain-containing protein 43,Coiled-coil domain-containing protein 43
CHEMBL4879508,UPF0690 protein C1orf52 homolog,UPF0690 protein C1orf52 homolog
CHEMBL4879509,Alkaline ceramidase 3,Alkaline ceramidase 3
CHEMBL4879510,Nucleolar protein 56,Nucleolar protein 56
CHEMBL4879511,DNA polymerase delta subunit 3,DNA polymerase delta subunit 3
CHEMBL4879512,Carboxypeptidase B2,Carboxypeptidase B2
CHEMBL4879513,LIM domain and actin-binding protein 1,LIM domain and actin-binding protein 1
CHEMBL2367105,Cercospora canescens,
CHEMBL2367106,Neofusicoccum parvum,
CHEMBL2367107,Plasmodium falciparum D6,
CHEMBL2367108,Rumex confertus,
CHEMBL2367109,Pythium dissimile,
CHEMBL2367110,Deroceras reticulatum,
CHEMBL2367111,Ascochyta,
CHEMBL2367112,Diplotaxis erucoides,
CHEMBL2367113,Buffalopox virus,
CHEMBL2367114,Leptochloa,
CHEMBL2367115,Listeria monocytogenes ATCC 19115,
CHEMBL2367116,Trogoderma granarium,
CHEMBL2367117,Chenopodium murale,
CHEMBL2367118,Ceratitis capitata,
CHEMBL2367119,Chironomus riparius,
CHEMBL2367120,Linaria genistifolia subsp. dalmatica,
CHEMBL2367121,Consolida regalis,
CHEMBL2367122,Oncorhynchus mykiss,
CHEMBL2367123,Rotala indica,
CHEMBL2367124,Amaranthus blitum subsp. oleraceus,
CHEMBL2367125,Bionectria ochroleuca,
CHEMBL2367126,Ustilaginoidea,
CHEMBL2367127,Cyperus serotinus,
CHEMBL2367128,Nitrosomonas europaea,
CHEMBL2367129,Desmanthus illinoensis,
CHEMBL2367130,Bactrocera dorsalis,
CHEMBL2367131,Plasmodium falciparum NF54,
CHEMBL2367132,Cryptococcus gastricus,
CHEMBL2367133,Bacillus fortis,
CHEMBL2367134,Sogatella furcifera,
CHEMBL2367135,Rhodococcus rhodochrous,
CHEMBL2367136,Xanthogaleruca luteola,
CHEMBL2367137,Carnation Italian ringspot virus,
CHEMBL2367138,Lepinotus reticulatus,
CHEMBL2367139,Amblyseius andersoni,
CHEMBL2367140,Streptomyces albus,
CHEMBL2367141,Colletotrichum lindemuthianum,
CHEMBL2367142,Fuchsia,
CHEMBL2367143,Anthrenocerus australis,
CHEMBL2367144,Sclerotium cepivorum,
CHEMBL2367145,Pseudococcus affinis,
CHEMBL2367146,Citrus x paradisi,
CHEMBL2367147,Pseudomonas stutzeri,
CHEMBL2367148,Cyperus microiria,
CHEMBL2367149,Popillia japonica,
CHEMBL2367150,Cacopsylla melanoneura,
CHEMBL2367151,Mamestra brassicae,
CHEMBL2367152,Acutodesmus obliquus,
CHEMBL2367153,Synechococcus,
CHEMBL2367154,[Brevibacterium] frigoritolerans,
CHEMBL2367155,Valsa ceratosperma,
CHEMBL2367156,Rosellinia necatrix,
CHEMBL2367157,Misumenops,
CHEMBL2367158,Anas platyrhynchos,
CHEMBL2367159,Phytoseiulus persimilis,
CHEMBL2367160,Podosphaera pannosa,
CHEMBL2367161,Podosphaera leucotricha,
CHEMBL2367162,Botryosphaeria berengeriana f.sp. pyricola,
CHEMBL2367163,Phytolacca acinosa,
CHEMBL2367164,Phytophthora nicotianae,
CHEMBL2367165,Harmonia axyridis,
CHEMBL2367166,Agrotis ipsilon,
CHEMBL2367167,Amphimallon majalis,
CHEMBL2367168,Leuciscus idus,
CHEMBL2367169,Mycosphaerella nawae,
CHEMBL2367170,Bacillus cereus ATCC 10876,
CHEMBL2367171,Aspergillus sydowii,
CHEMBL2367172,Pyrrhocoris apterus,
CHEMBL2367173,Tetranychus cinnabarinus,
CHEMBL2367174,Blumeria graminis f. sp. hordei,
CHEMBL2367175,Echinochloa colona,
CHEMBL2367176,Festuca arundinacea,
CHEMBL2367177,Nephotettix cincticeps,
CHEMBL2367178,Bacillus subtilis subsp. spizizenii ATCC 6633,
CHEMBL2367179,Aspergillus clavatus,
CHEMBL2367180,Conyza canadensis,
CHEMBL2367181,Mucor fuscus,
CHEMBL2367182,Asteraceae,
CHEMBL2367183,Amaranthus tricolor,
CHEMBL2367184,Urochloa decumbens,
CHEMBL2367185,Phleum pratense,
CHEMBL2367186,Fusarium oxysporum f. sp. cucumerinum,
CHEMBL2367187,Alternaria brassicicola,
CHEMBL2367188,Eutypa lata,
CHEMBL2367189,Togninia minima,
CHEMBL2367190,Xanthomonas vesicatoria,
CHEMBL2367191,Encarsia inaron,
CHEMBL2367192,Cyperus difformis,
CHEMBL2367193,Senna tora,
CHEMBL2367194,Solanum nigrum,
CHEMBL2367195,Sinapis arvensis,
CHEMBL2367196,Pseudomonas fluorescens A506,
CHEMBL2367197,Bacopa monnieri,
CHEMBL2367198,Silene noctiflora,
CHEMBL2367199,Scenedesmus acutus,
CHEMBL2367200,Myosotis arvensis,
CHEMBL2367201,Bassia scoparia,
CHEMBL2367202,Daphnia magna,
CHEMBL2367203,Ammannia multiflora,
CHEMBL2367204,Lindernia procumbens,
CHEMBL2367205,Cercospora kikuchii,
CHEMBL2367206,Pythium ultimum var. sporangiiferum,
CHEMBL2367207,Echinochloa crus-galli var. crus-galli,
CHEMBL2367208,Chenopodium ficifolium,
CHEMBL2367209,Persicaria maculosa,
CHEMBL2367210,Attelabidae,
CHEMBL2367211,Amaranthus viridis,
CHEMBL2367212,Papaver rhoeas,
CHEMBL2367213,Galium aparine,
CHEMBL2367214,Epilachna,
CHEMBL2367215,Orobanche cernua var. cumana,
CHEMBL2367216,Ceutorhynchus obstrictus,
CHEMBL2367217,Zeuzera pyrina,
CHEMBL2367218,Fusarium lateritium,
CHEMBL2367219,Poria,
CHEMBL2367220,Papio ursinus,
CHEMBL2367221,Secale cereale,
CHEMBL2367223,Ochrobactrum,
CHEMBL2367225,Scopulariopsis,
CHEMBL2367226,Metaphire posthuma,
CHEMBL2367227,Mayaro virus,
CHEMBL2367228,Setaria cervi,
CHEMBL2367229,Colletotrichum,
CHEMBL2367230,Hanseniaspora osmophila,
CHEMBL2367231,Saccharomyces cerevisiae FL100 ATCC 28383,
CHEMBL2367232,Lemna aequinoctialis,
CHEMBL2367233,Cucumis melo,
